"id","first_day_exposition","days_exposition","last_price"
6829,2018-11-06,96.0,4000000.0
6830,2017-08-13,19.0,7170000.0
6831,2017-05-12,270.0,6700000.0
6832,2017-07-08,143.0,3590000.0
6833,2017-12-25,29.0,12000000
6834,2018-10-03,49.0,4700000.0
6835,2017-09-27,323.0,5400000.0
6836,2016-06-28,77.0,3650000.0
6837,2015-12-29,457.0,4100000.0
6838,2017-10-01,107.0,3434000.0
6839,2016-06-20,450.0,4390000.0
6840,2018-09-25,23.0,4950000.0
6841,2016-04-11,121.0,6500000.0
6842,2019-04-17,,4650000.0
6843,2017-10-17,160.0,3800000.0
6844,2018-02-27,15.0,5150000.0
6845,2019-04-05,,4660000.0
6846,2017-11-10,8.0,4670000.0
6847,2015-01-17,602.0,3300000.0
6848,2017-05-03,41.0,3850000.0
6849,2017-04-21,385.0,2700000.0
6850,2019-01-25,,33500000
6851,2018-09-11,155.0,700000.0
6852,2019-03-04,47.0,4500000.0
6853,2016-04-14,198.0,6500000.0
6854,2017-10-03,387.0,8755014.0
6855,2018-01-01,9.0,3590000.0
6856,2017-12-21,80.0,3150000.0
6857,2019-03-18,,7300000.0
6858,2019-02-24,,6000000.0
6859,2017-12-11,43.0,490000.0
6860,2016-05-28,20.0,10000000
6861,2019-04-29,,13990000
6862,2017-11-09,350.0,2400000.0
6863,2018-05-08,160.0,4400000.0
6864,2017-11-01,163.0,2350000.0
6865,2017-10-19,46.0,3199000.0
6866,2017-01-25,222.0,8400000.0
6867,2018-06-19,13.0,3440000.0
6868,2018-02-25,306.0,2150000.0
6869,2017-01-20,360.0,2846000.0
6870,2015-12-14,190.0,1650000.0
6871,2018-07-25,126.0,6100000.0
6872,2018-12-12,,6000000.0
6873,2019-01-08,8.0,5200000.0
6874,2016-02-05,801.0,3920000.0
6875,2017-11-19,65.0,3350000.0
6876,2018-02-07,45.0,1300000.0
6877,2018-08-09,79.0,2990000.0
6878,2017-11-05,79.0,8900000.0
6879,2018-04-04,,18700000
6880,2017-10-27,29.0,3600000.0
6881,2018-07-16,,8900000.0
6882,2014-12-12,,2300000.0
6883,2017-06-02,82.0,3550000.0
6884,2018-09-28,188.0,5100000.0
6885,2019-03-15,,4500000.0
6886,2018-09-24,44.0,5600000.0
6887,2018-12-13,8.0,4700000.0
6888,2017-11-09,3.0,4000000.0
6889,2019-02-26,,9500000.0
6890,2017-04-20,56.0,5500000.0
6891,2016-03-30,910.0,10500000
6892,2018-01-18,60.0,2430000.0
6893,2018-02-27,14.0,5100000.0
6894,2019-03-07,26.0,3700000.0
6895,2017-07-02,44.0,2800000.0
6896,2017-02-15,100.0,7000000.0
6897,2018-07-19,18.0,3900000.0
6898,2017-05-25,40.0,2750000.0
6899,2019-04-04,4.0,2288800.0
6900,2017-08-06,352.0,1550000.0
6901,2017-11-21,289.0,15500000
6902,2017-07-02,56.0,3700000.0
6903,2018-03-19,27.0,4120000.0
6904,2018-03-16,206.0,1900000.0
6905,2018-10-17,,6800000.0
6906,2017-04-08,134.0,6900000.0
6907,2018-08-13,157.0,5750000.0
6908,2018-07-04,26.0,2790000.0
6909,2017-09-10,3.0,6000000.0
6910,2016-03-06,724.0,5310000.0
6911,2018-03-21,311.0,3500000.0
6912,2017-09-19,28.0,12100000
6913,2018-06-17,24.0,5599000.0
6914,2016-02-24,113.0,4700000.0
6915,2017-01-20,181.0,2500000.0
6916,2017-05-05,495.0,1300000.0
6917,2018-01-14,45.0,2400000.0
6918,2019-03-12,,2450000.0
6919,2016-06-20,7.0,13450000
6920,2019-02-07,,16450000
6921,2018-07-05,35.0,2400000.0
6922,2014-12-08,,29999000
6923,2017-10-15,17.0,3300000.0
6924,2017-09-26,354.0,5600000.0
6925,2018-03-30,104.0,2900000.0
6926,2015-11-23,209.0,3100000.0
6927,2019-04-05,,4300000.0
6928,2016-04-20,60.0,4500000.0
6929,2015-12-14,1175.0,16177174
6930,2017-10-13,431.0,1900000.0
6931,2017-10-13,43.0,5500000.0
6932,2017-12-07,45.0,2999000.0
6933,2017-02-11,168.0,4150000.0
6934,2018-09-04,85.0,9000000.0
6935,2019-01-28,49.0,4000000.0
6936,2018-01-01,57.0,3620000.0
6937,2017-04-11,239.0,5100000.0
6938,2017-03-21,328.0,5645078.0
6939,2019-03-31,10.0,3500000.0
6940,2017-04-07,521.0,5424570.0
6941,2018-09-11,65.0,5150000.0
6942,2019-03-26,,3300000.0
6943,2017-08-07,145.0,3650000.0
6944,2015-09-24,,14400000
6945,2017-11-20,304.0,3400000.0
6946,2016-01-30,138.0,4300000.0
6947,2018-03-16,45.0,3480000.0
6948,2016-05-20,48.0,4350000.0
6949,2015-11-23,270.0,3570000.0
6950,2018-12-12,,8900000.0
6951,2019-04-03,4.0,1770000.0
6952,2018-02-21,45.0,4300000.0
6953,2018-10-30,,1800000.0
6954,2019-02-27,,6600000.0
6955,2017-11-11,82.0,3200000.0
6956,2018-08-09,92.0,4750000.0
6957,2018-06-14,172.0,3200000.0
6958,2018-09-01,26.0,2900000.0
6959,2015-05-06,743.0,3800000.0
6960,2016-06-28,624.0,9200000.0
6961,2016-01-11,551.0,3400000.0
6962,2017-01-24,134.0,3990000.0
6963,2017-04-26,136.0,5800000.0
6964,2016-05-13,94.0,4000000.0
6965,2019-03-13,12.0,4540000.0
6966,2017-08-25,60.0,6300000.0
6967,2017-07-10,273.0,4350000.0
6968,2016-05-12,121.0,5950000.0
6969,2016-07-02,64.0,6400000.0
6970,2019-04-30,,12990000
6971,2016-04-27,91.0,3850000.0
6972,2017-05-17,115.0,4100000.0
6973,2017-02-09,51.0,4900000.0
6974,2018-03-31,118.0,4550000.0
6975,2018-09-08,68.0,4650000.0
6976,2016-06-14,238.0,4300000.0
6977,2017-05-26,340.0,5700000.0
6978,2018-02-13,128.0,4800000.0
6979,2018-11-02,73.0,11000000
6980,2015-08-29,1226.0,14000000
6981,2019-03-01,43.0,13299000
6982,2016-02-11,140.0,4000000.0
6983,2015-09-15,339.0,12490000
6984,2017-01-11,280.0,9283468.0
6985,2017-09-11,46.0,6100000.0
6986,2018-07-19,78.0,9400000.0
6987,2018-11-18,61.0,4200000.0
6988,2017-10-15,264.0,3810000.0
6989,2018-07-03,,4200000.0
6990,2017-06-02,64.0,4200000.0
6991,2017-12-16,90.0,24821600
6992,2018-03-02,46.0,10300000
6993,2019-03-28,,4150000.0
6994,2017-11-03,242.0,4500000.0
6995,2015-08-04,471.0,3870000.0
6996,2018-02-01,274.0,1220000.0
6997,2019-04-01,,6800000.0
6998,2019-02-01,80.0,8450000.0
6999,2017-11-16,45.0,3800000.0
7000,2016-03-15,699.0,3800000.0
7001,2017-12-04,142.0,4900000.0
7002,2017-07-30,245.0,4500000.0
7003,2015-08-25,,3200000.0
7004,2019-04-15,,3900000.0
7005,2017-09-26,61.0,3800000.0
7006,2019-02-25,30.0,5910000.0
7007,2018-03-15,142.0,3500000.0
7008,2017-09-14,86.0,5200000.0
7009,2017-10-12,311.0,4030000.0
7010,2019-03-12,,6800000.0
7011,2016-05-22,512.0,11000000
7012,2018-07-10,62.0,3690000.0
7013,2018-09-28,201.0,9100000.0
7014,2016-06-15,66.0,4400000.0
7015,2016-06-09,110.0,5990000.0
7016,2017-11-19,6.0,6499000.0
7017,2018-03-22,160.0,6500000.0
7018,2019-02-27,,14535000
7019,2018-11-04,5.0,4250000.0
7020,2015-03-10,1344.0,6900000.0
7021,2018-10-29,50.0,5400000.0
7022,2019-04-28,,4450000.0
7023,2017-09-11,134.0,22500000
7024,2018-02-01,77.0,3140000.0
7025,2014-12-28,979.0,5500000.0
7026,2018-07-25,202.0,6100000.0
7027,2014-11-27,1214.0,21453004
7028,2016-05-17,143.0,3750000.0
7029,2017-09-10,3.0,4000000.0
7030,2017-11-23,61.0,4500000.0
7031,2018-03-20,45.0,4100000.0
7032,2018-11-01,21.0,2500000.0
7033,2019-01-10,,4300000.0
7034,2018-06-22,88.0,4900000.0
7035,2017-07-01,490.0,9900000.0
7036,2018-02-08,45.0,4200000.0
7037,2018-02-01,437.0,3850000.0
7038,2015-03-11,812.0,8450000.0
7039,2018-04-05,384.0,9300000.0
7040,2018-03-19,46.0,3041000.0
7041,2016-09-13,884.0,9700000.0
7042,2017-09-22,90.0,5150000.0
7043,2018-10-29,,3250000.0
7044,2018-02-01,43.0,3900000.0
7045,2018-02-19,110.0,18500000
7046,2016-06-29,57.0,4300000.0
7047,2017-09-23,108.0,2800000.0
7048,2017-03-01,178.0,3699000.0
7049,2016-06-15,208.0,32260000
7050,2017-12-07,124.0,7600000.0
7051,2017-07-25,274.0,11350000
7052,2017-11-25,355.0,2650000.0
7053,2017-09-14,21.0,6500000.0
7054,2018-11-24,6.0,5150000.0
7055,2016-02-26,174.0,3380000.0
7056,2016-04-06,635.0,3500000.0
7057,2017-07-05,32.0,5200000.0
7058,2017-09-26,80.0,2000000.0
7059,2017-05-15,618.0,3400000.0
7060,2018-07-03,232.0,9600000.0
7061,2016-03-17,235.0,2800000.0
7062,2018-07-06,14.0,14000000
7063,2016-04-28,71.0,8200000.0
7064,2016-09-17,303.0,4800000.0
7065,2018-08-01,90.0,12000000
7066,2017-11-22,80.0,4900000.0
7067,2019-04-17,,11150000
7068,2018-11-17,87.0,4400000.0
7069,2018-10-11,20.0,3850000.0
7070,2015-10-24,388.0,4170000.0
7071,2018-09-11,7.0,7100000.0
7072,2017-07-21,325.0,6490000.0
7073,2017-09-06,265.0,2990000.0
7074,2017-06-30,158.0,3100000.0
7075,2019-03-25,,4200000.0
7076,2016-05-12,547.0,3900000.0
7077,2019-04-05,,780000.0
7078,2018-02-05,45.0,1700000.0
7079,2018-05-20,325.0,4480000.0
7080,2018-06-29,138.0,6700000.0
7081,2017-11-21,442.0,13999000
7082,2016-05-17,318.0,4800000.0
7083,2018-10-16,24.0,4000000.0
7084,2019-04-09,,2950000.0
7085,2019-03-03,19.0,3650000.0
7086,2019-03-12,,3450000.0
7087,2016-06-09,85.0,6990000.0
7088,2018-11-12,99.0,3500000.0
7089,2017-11-10,168.0,5300000.0
7090,2017-12-30,61.0,3600000.0
7091,2015-07-09,1183.0,7900000.0
7092,2017-06-15,222.0,4300000.0
7093,2018-08-10,70.0,2600000.0
7094,2017-06-05,153.0,7900000.0
7095,2018-11-29,10.0,2780000.0
7096,2017-11-21,60.0,7900000.0
7097,2017-07-26,75.0,3800000.0
7098,2015-01-21,1223.0,8100000.0
7099,2018-06-25,121.0,8299000.0
7100,2016-03-22,315.0,3200000.0
7101,2018-03-24,19.0,4010000.0
7102,2018-11-19,18.0,5550000.0
7103,2018-10-15,11.0,3650000.0
7104,2017-09-24,121.0,3750000.0
7105,2017-11-18,75.0,3500000.0
7106,2017-08-23,53.0,10900000
7107,2019-04-09,8.0,3700000.0
7108,2018-07-12,20.0,4250000.0
7109,2017-11-16,44.0,4700000.0
7110,2018-06-27,74.0,2241000.0
7111,2018-11-11,,4000000.0
7112,2019-02-08,40.0,5500000.0
7113,2017-11-10,74.0,4725000.0
7115,2015-12-14,480.0,3700000.0
7116,2019-04-18,,10660000
7117,2016-04-20,72.0,3400000.0
7118,2018-12-10,45.0,3500000.0
7119,2018-07-03,28.0,3190000.0
7120,2019-03-12,14.0,3980000.0
7121,2017-09-14,62.0,3600000.0
7122,2018-04-06,121.0,4700000.0
7123,2017-11-08,,790000.0
7124,2015-11-12,244.0,6199424.0
7125,2015-07-09,439.0,17000000
7126,2018-01-15,58.0,9635000.0
7127,2017-05-12,45.0,3300000.0
7128,2018-12-18,76.0,3180000.0
7129,2017-07-13,160.0,7200000.0
7130,2015-12-22,235.0,4980000.0
7131,2016-07-21,988.0,46000000
7132,2018-02-20,27.0,3800000.0
7133,2016-02-23,115.0,4800000.0
7134,2018-02-18,,1100000.0
7135,2017-05-30,212.0,4200000.0
7136,2018-02-01,144.0,48000000
7137,2017-09-27,350.0,4290000.0
7138,2018-12-08,,10000000
7139,2016-06-26,126.0,5200000.0
7140,2018-02-26,68.0,2999000.0
7141,2018-07-08,20.0,5100000.0
7142,2018-04-01,18.0,9700000.0
7143,2018-02-13,21.0,5900000.0
7144,2019-01-23,88.0,5000000.0
7145,2018-02-01,143.0,5150000.0
7146,2017-07-30,305.0,3670000.0
7147,2016-04-06,436.0,1650000.0
7148,2019-04-26,,5900000.0
7149,2017-02-20,241.0,12000000
7150,2017-09-13,21.0,2700000.0
7151,2017-03-17,614.0,2000000.0
7152,2017-05-06,115.0,3000000.0
7153,2018-07-25,107.0,2900000.0
7154,2018-11-04,20.0,4600000.0
7155,2017-09-26,265.0,1800000.0
7156,2016-06-29,70.0,3700000.0
7157,2017-06-06,46.0,3150000.0
7158,2017-12-08,228.0,2950000.0
7159,2019-04-14,,3650000.0
7160,2017-10-09,139.0,4800000.0
7161,2017-01-09,8.0,3800000.0
7162,2018-03-15,34.0,9480400.0
7163,2018-09-13,16.0,4600000.0
7164,2017-03-17,439.0,5800000.0
7165,2018-12-19,5.0,2539460.0
7166,2017-12-12,119.0,8000000.0
7167,2017-05-22,136.0,3300000.0
7168,2017-10-28,83.0,4600000.0
7169,2018-10-30,28.0,6930000.0
7170,2017-01-27,374.0,4050000.0
7171,2018-10-17,154.0,6500000.0
7172,2017-10-13,11.0,4800000.0
7173,2017-04-26,54.0,4500000.0
7174,2015-10-30,301.0,3600000.0
7175,2018-11-19,22.0,4180000.0
7176,2016-05-24,357.0,3350000.0
7177,2018-11-14,34.0,5100000.0
7178,2018-03-26,174.0,16500000
7179,2017-08-09,151.0,6850000.0
7180,2017-10-03,439.0,11703236
7181,2018-01-15,45.0,3600000.0
7182,2017-05-20,129.0,3800000.0
7183,2018-09-06,96.0,3180000.0
7184,2016-04-30,183.0,5900000.0
7185,2017-10-18,54.0,1830000.0
7186,2018-03-23,317.0,25000000
7187,2017-04-02,168.0,3200000.0
7188,2018-02-23,99.0,2280000.0
7189,2017-04-14,97.0,2550000.0
7190,2019-04-09,,5700000.0
7191,2019-03-29,,9500000.0
7192,2019-04-17,,7680000.0
7193,2018-01-12,20.0,8470000.0
7194,2017-10-26,193.0,5400000.0
7195,2018-03-03,33.0,3480000.0
7196,2017-09-15,244.0,3750000.0
7197,2017-04-11,461.0,6999000.0
7198,2017-07-26,45.0,3450000.0
7199,2018-07-17,,5100000.0
7200,2018-09-13,204.0,9000000.0
7201,2019-01-04,14.0,6850000.0
7202,2018-03-04,324.0,13499000
7203,2017-07-19,90.0,4400000.0
7204,2017-08-26,40.0,8900000.0
7205,2017-11-28,165.0,2180000.0
7206,2018-07-18,278.0,5289476.0
7207,2019-01-30,23.0,1400000.0
7208,2018-06-01,101.0,3650000.0
7209,2016-04-04,196.0,9900000.0
7210,2016-03-15,181.0,3699000.0
7211,2018-07-21,60.0,4990000.0
7212,2018-08-07,7.0,3500000.0
7213,2018-10-12,,6800000.0
7214,2018-08-31,54.0,2980000.0
7215,2018-06-07,209.0,2400000.0
7216,2017-05-26,5.0,3700000.0
7217,2015-11-27,432.0,6300000.0
7218,2017-12-01,211.0,4280000.0
7219,2018-02-12,146.0,10990000
7220,2017-10-13,17.0,2100000.0
7221,2017-12-23,173.0,5650000.0
7222,2019-02-05,82.0,8385000.0
7223,2017-01-24,45.0,4250000.0
7224,2018-07-12,60.0,5200000.0
7225,2017-12-12,318.0,6772762.0
7226,2017-06-25,6.0,2700000.0
7227,2017-08-16,6.0,3886000.0
7228,2019-03-06,,10000000
7229,2018-01-11,370.0,17800000
7230,2017-04-30,562.0,10400000
7231,2018-01-01,11.0,4887000.0
7232,2016-05-04,943.0,9200000.0
7233,2017-11-07,15.0,2690000.0
7234,2019-04-03,,7499000.0
7235,2018-03-25,294.0,4600000.0
7236,2019-01-10,72.0,4599000.0
7237,2017-11-27,45.0,2999000.0
7238,2016-05-27,547.0,3990000.0
7239,2016-06-13,630.0,9990000.0
7240,2018-10-09,105.0,12700000
7241,2017-07-13,60.0,6110000.0
7242,2016-06-29,30.0,4700000.0
7243,2017-12-07,,6500000.0
7244,2017-11-15,10.0,3000000.0
7245,2016-08-12,914.0,5050000.0
7246,2017-11-24,84.0,4450000.0
7247,2017-04-26,26.0,3100000.0
7248,2017-07-28,63.0,5100000.0
7249,2019-01-08,60.0,6485000.0
7250,2017-09-27,104.0,7501000.0
7251,2018-09-04,70.0,2700000.0
7252,2017-09-20,216.0,4670000.0
7253,2019-03-15,,67000000
7254,2018-06-29,125.0,1150000.0
7255,2015-11-22,370.0,1950000.0
7256,2017-04-16,28.0,3500000.0
7257,2016-03-22,90.0,12000000
7258,2017-10-06,118.0,9300000.0
7259,2019-04-01,29.0,10130000
7260,2017-09-25,29.0,9100000.0
7261,2018-03-02,,9300000.0
7262,2016-04-21,348.0,5437000.0
7263,2018-02-17,13.0,4500000.0
7264,2018-03-14,7.0,1450000.0
7265,2017-02-20,102.0,8700000.0
7266,2017-05-09,93.0,6650000.0
7267,2017-09-28,434.0,1750000.0
7268,2019-03-26,17.0,3500000.0
7269,2018-09-27,16.0,4200000.0
7270,2017-09-12,42.0,2400000.0
7271,2017-06-07,115.0,4750000.0
7272,2019-04-22,,3390000.0
7273,2018-10-26,3.0,5600000.0
7274,2014-12-10,1065.0,43000000
7275,2017-09-12,67.0,1200000.0
7276,2017-07-11,113.0,3000000.0
7277,2017-10-24,112.0,9700000.0
7278,2018-01-16,48.0,3400000.0
7279,2016-05-17,970.0,18000000
7280,2018-07-18,71.0,4300000.0
7281,2019-02-11,52.0,11500000
7282,2018-03-07,10.0,3300000.0
7283,2017-09-21,32.0,11700000
7284,2017-05-15,289.0,4300000.0
7285,2019-04-04,,9476000.0
7286,2018-02-07,41.0,2580000.0
7287,2014-12-25,1277.0,13744000
7288,2017-02-22,546.0,4200000.0
7289,2018-11-20,,19800000
7290,2017-10-13,26.0,2600000.0
7291,2017-05-31,204.0,7020000.0
7292,2018-09-04,197.0,11200000
7293,2017-06-26,45.0,2700000.0
7294,2017-02-12,576.0,4770000.0
7295,2017-07-06,201.0,7950000.0
7296,2017-04-20,166.0,9990000.0
7297,2017-06-29,476.0,1900000.0
7298,2016-04-28,,9890000.0
7299,2017-02-20,268.0,4769000.0
7300,2018-01-02,244.0,2600000.0
7301,2017-05-04,21.0,9599000.0
7302,2018-07-27,65.0,7500000.0
7303,2016-01-13,846.0,6000000.0
7304,2017-06-28,57.0,4000000.0
7305,2017-04-30,193.0,4550000.0
7306,2016-12-27,210.0,4800000.0
7307,2019-04-04,,7650000.0
7308,2018-04-03,,6980000.0
7309,2018-11-25,46.0,990000.0
7310,2018-11-01,24.0,1250000.0
7311,2017-07-03,77.0,7875000.0
7312,2018-02-21,,3400000.0
7313,2018-10-29,112.0,3600000.0
7314,2019-02-21,,2400000.0
7315,2019-02-26,11.0,7250000.0
7316,2016-04-19,119.0,7100000.0
7317,2017-01-23,45.0,3750000.0
7318,2018-02-22,82.0,5300000.0
7319,2017-12-01,74.0,6200000.0
7320,2015-03-03,593.0,2800000.0
7321,2017-01-16,408.0,4160000.0
7322,2017-08-13,19.0,5370000.0
7323,2019-01-11,109.0,1400000.0
7324,2017-09-12,28.0,5000000.0
7325,2018-01-13,84.0,6607000.0
7326,2019-01-24,41.0,6490000.0
7327,2016-02-06,951.0,6000000.0
7328,2017-06-20,65.0,3990000.0
7329,2017-10-29,109.0,2953000.0
7331,2018-07-24,90.0,14500000
7332,2016-04-18,101.0,7600000.0
7333,2019-01-28,39.0,3650000.0
7334,2016-04-10,113.0,3500000.0
7335,2017-05-22,521.0,4650000.0
7336,2017-09-18,189.0,25990000
7337,2017-10-12,,6800000.0
7338,2018-03-04,59.0,5220000.0
7339,2016-10-25,248.0,4480000.0
7340,2016-05-16,654.0,5160000.0
7341,2017-11-17,,4200000.0
7342,2019-02-21,,3330000.0
7343,2016-04-23,83.0,3500000.0
7344,2017-11-15,69.0,3950000.0
7345,2017-11-14,3.0,3800000.0
7346,2018-10-02,6.0,6450000.0
7347,2019-04-15,,5100000.0
7348,2017-11-20,64.0,3180000.0
7349,2017-11-10,87.0,3600000.0
7350,2015-11-25,447.0,15000000
7351,2018-10-23,109.0,3300000.0
7352,2015-10-02,1164.0,4200000.0
7353,2017-04-10,70.0,3200000.0
7354,2017-02-21,,5600000.0
7355,2019-04-16,8.0,6900000.0
7356,2017-08-12,32.0,4450000.0
7357,2016-04-07,616.0,5150000.0
7358,2017-01-15,641.0,3250000.0
7359,2019-03-27,19.0,2500000.0
7360,2018-10-07,37.0,11490000
7361,2017-09-22,123.0,6590000.0
7362,2018-06-12,44.0,4300000.0
7363,2018-02-08,40.0,4996750.0
7364,2017-10-09,19.0,3800000.0
7365,2015-07-21,737.0,12850000
7366,2017-05-19,360.0,10430000
7367,2016-06-02,34.0,2100000.0
7368,2016-06-22,392.0,4400000.0
7369,2019-02-28,17.0,6630000.0
7370,2018-09-07,110.0,11000000
7371,2017-12-01,53.0,6100000.0
7372,2017-06-06,116.0,3900000.0
7373,2016-05-05,83.0,11800000
7374,2017-04-20,63.0,4550000.0
7375,2017-07-23,227.0,6600000.0
7376,2018-09-15,21.0,550000.0
7377,2017-11-21,33.0,17630000
7378,2017-11-10,128.0,14500000
7379,2018-02-01,61.0,6400000.0
7380,2019-01-21,,8650000.0
7381,2018-09-18,16.0,4690000.0
7382,2017-11-11,4.0,2690000.0
7383,2017-06-06,24.0,2625000.0
7384,2017-08-24,124.0,2995000.0
7385,2017-05-10,344.0,3150000.0
7386,2017-12-16,32.0,2950000.0
7387,2017-10-23,92.0,7600000.0
7388,2018-04-16,230.0,5230000.0
7389,2017-08-17,412.0,16000000
7390,2017-09-11,377.0,5200000.0
7391,2018-03-26,298.0,11968000
7392,2018-11-22,,3302520.0
7393,2017-04-28,225.0,8290000.0
7394,2018-11-15,62.0,4800000.0
7395,2017-12-07,111.0,9100000.0
7396,2018-03-14,352.0,7200000.0
7397,2017-11-29,45.0,4250000.0
7398,2018-10-23,60.0,6297880.0
7399,2018-03-01,419.0,11000000
7400,2019-03-12,16.0,5350000.0
7401,2017-02-03,100.0,5300000.0
7402,2018-08-20,28.0,4950000.0
7403,2015-12-03,801.0,4880000.0
7404,2019-03-12,26.0,4300000.0
7405,2016-05-06,201.0,4300000.0
7406,2017-08-02,79.0,7650000.0
7407,2017-08-08,109.0,3990000.0
7408,2017-12-03,60.0,5090000.0
7409,2015-12-28,948.0,14950000
7410,2018-04-02,21.0,5000000.0
7411,2019-02-21,58.0,10690000
7412,2018-09-25,89.0,6450000.0
7413,2017-08-18,30.0,11000000
7414,2017-07-07,198.0,2700000.0
7415,2017-06-17,298.0,6500000.0
7416,2018-01-17,241.0,6200000.0
7417,2015-12-16,241.0,4880000.0
7418,2015-07-10,970.0,4690000.0
7419,2017-09-15,,5780000.0
7420,2018-02-20,60.0,4600000.0
7421,2018-03-06,5.0,7950000.0
7422,2017-08-16,68.0,3940000.0
7423,2018-02-13,40.0,4500000.0
7424,2017-09-01,140.0,13300000
7425,2017-09-28,117.0,2350000.0
7426,2017-02-09,6.0,2700000.0
7427,2019-03-11,22.0,7120000.0
7428,2018-03-30,299.0,24700000
7429,2018-04-04,115.0,2770000.0
7430,2017-06-06,31.0,5100000.0
7431,2017-08-11,46.0,2960000.0
7432,2016-06-08,72.0,3420000.0
7433,2017-11-02,82.0,6800000.0
7434,2017-05-12,,3300000.0
7435,2018-06-15,114.0,6210000.0
7436,2016-02-26,293.0,2890000.0
7437,2018-09-13,61.0,8400000.0
7438,2017-03-21,551.0,10624000
7439,2018-12-17,60.0,4500000.0
7440,2017-09-06,366.0,4935000.0
7441,2018-02-01,108.0,5500000.0
7442,2019-01-01,45.0,777000.0
7443,2016-02-25,132.0,3700000.0
7444,2017-09-27,73.0,68000000
7445,2018-09-28,32.0,3885000.0
7446,2015-08-10,1116.0,5750000.0
7447,2017-10-27,3.0,4400000.0
7448,2017-10-03,69.0,2940000.0
7449,2018-09-03,54.0,3150000.0
7450,2017-04-14,214.0,12645000
7451,2017-05-02,35.0,5100000.0
7452,2019-01-29,58.0,4880000.0
7453,2015-10-15,852.0,2400000.0
7454,2018-06-13,52.0,3180000.0
7455,2018-07-31,,5540000.0
7456,2016-11-09,319.0,2800000.0
7457,2016-10-26,575.0,9750000.0
7458,2015-02-17,751.0,2350000.0
7459,2017-04-17,316.0,5100000.0
7460,2018-07-22,60.0,8000000.0
7461,2018-04-23,98.0,3600000.0
7462,2017-10-13,45.0,2800000.0
7463,2016-04-05,231.0,5000000.0
7464,2017-08-09,244.0,2950000.0
7465,2017-10-17,192.0,1950000.0
7466,2017-02-15,137.0,4300000.0
7467,2017-06-08,117.0,14000000
7468,2019-04-03,,3150000.0
7469,2018-02-08,237.0,3200000.0
7470,2018-11-24,20.0,6950000.0
7471,2018-07-08,,5950000.0
7472,2019-01-26,,4500000.0
7473,2015-05-29,946.0,3200000.0
7474,2017-11-10,177.0,3970000.0
7475,2017-09-26,208.0,10900000
7476,2018-08-14,86.0,8900000.0
7477,2018-02-01,115.0,13660000
7478,2018-10-06,,5800000.0
7479,2019-04-17,,5420000.0
7480,2018-03-13,98.0,4850000.0
7481,2018-04-16,,12990000
7482,2018-10-04,134.0,4600000.0
7483,2018-07-30,33.0,5185000.0
7484,2016-03-15,132.0,6650000.0
7485,2016-06-08,100.0,5870000.0
7486,2017-02-21,285.0,9500000.0
7487,2019-02-17,17.0,2500000.0
7488,2019-02-20,65.0,6700000.0
7489,2016-01-28,888.0,1700000.0
7490,2018-10-02,59.0,5600000.0
7491,2016-03-03,404.0,5600000.0
7492,2017-10-19,29.0,10250000
7493,2019-03-03,,2950000.0
7494,2019-02-04,,4450000.0
7495,2017-12-05,121.0,6900000.0
7496,2016-05-15,124.0,2550000.0
7497,2018-11-19,73.0,4780000.0
7498,2017-07-29,148.0,7600000.0
7499,2017-09-06,310.0,3300000.0
7500,2017-12-18,36.0,4200000.0
7501,2016-02-29,154.0,3000000.0
7502,2016-06-16,70.0,3800000.0
7503,2018-10-19,28.0,2950000.0
7504,2018-11-18,3.0,2900000.0
7505,2017-02-09,385.0,8150000.0
7506,2019-01-22,99.0,1750000.0
7507,2019-03-28,,11200000
7508,2018-01-22,26.0,6800000.0
7509,2018-09-03,85.0,8500000.0
7510,2017-08-08,117.0,3070000.0
7511,2017-09-27,79.0,16500000
7512,2016-04-12,815.0,3500000.0
7513,2017-10-31,38.0,3400000.0
7514,2018-03-06,159.0,7800000.0
7515,2017-11-10,532.0,4600000.0
7516,2017-06-26,63.0,6400000.0
7517,2017-03-28,336.0,3450000.0
7518,2017-11-19,20.0,6600000.0
7519,2015-12-02,562.0,6610000.0
7520,2018-10-26,25.0,7090000.0
7521,2015-12-17,1067.0,43500000
7522,2017-11-13,86.0,2160000.0
7523,2016-01-29,187.0,7700000.0
7524,2017-07-18,67.0,4899000.0
7525,2017-10-18,,7150000.0
7526,2018-03-12,8.0,4595000.0
7527,2017-06-20,125.0,2700000.0
7528,2019-03-12,45.0,3600000.0
7529,2017-10-23,3.0,2700000.0
7530,2016-09-28,,4300000.0
7531,2016-04-21,56.0,3400000.0
7532,2017-12-20,34.0,3975000.0
7533,2017-02-01,680.0,4590000.0
7534,2017-07-21,17.0,5350000.0
7535,2018-03-02,18.0,9400000.0
7536,2016-06-10,66.0,3300000.0
7537,2017-08-24,15.0,5900000.0
7538,2018-01-12,,6850000.0
7539,2018-12-18,90.0,3790000.0
7540,2016-05-27,668.0,4500000.0
7541,2016-04-30,648.0,6770000.0
7542,2016-03-17,317.0,6900000.0
7543,2016-04-24,1094.0,130000000
7544,2019-04-17,,7450000.0
7545,2014-12-08,864.0,5350000.0
7546,2018-12-17,84.0,2900000.0
7547,2019-04-04,6.0,1300000.0
7548,2018-11-19,90.0,19500000
7549,2017-07-03,465.0,4950000.0
7550,2015-11-20,646.0,10000000
